AccSpeciesName,LA_mean,LDMC_mean,SLA_mean,percent_c,percent_s,percent_r,C : S : R ,Strategy class,S (%),C (%),R (%),Red,Green,Blue,Colour values in SigmaPlot 
Acalypha virginica,1255.989808,24.556636462531873,28.64025148,26.63050125,31.88981034,41.4796884,27 : 32 : 41 %,CSR,31.88981034,26.63050125,41.4796884,68,81,106,"@rgb(68,81,106)"
Acer pseudoplatanus,14400.46324,34.73366442187571,16.08470059,55.80858805,33.41493459,10.77647736,56 : 33 : 11 %,C/CSR,33.41493459,55.80858805,10.77647736,142,85,27,"@rgb(142,85,27)"
Acer rubrum,4407.158471,28.843084847012985,20.41624186,42.20800793,35.32236588,22.46962618,42 : 35 : 22 %,CS/CSR,35.32236588,42.20800793,22.46962618,108,90,57,"@rgb(108,90,57)"
Aegilops geniculata,31.88,26.596285714285717,22.73316667,0.808216197,53.54315791,45.6486259,1 : 54 : 46 %,SR,53.54315791,0.808216197,45.6486259,2,137,116,"@rgb(2,137,116)"
Agropyron cristatum,233.1507143,50.11845280022338,8.383566649,8.87469993,91.12530007,0,9 : 91 : 0 %,S,91.12530007,8.87469993,0,23,232,0,"@rgb(23,232,0)"
Agrostis gigantea,302.5995588,29.484272940472184,26.97879325,11.21252612,48.27423752,40.51323636,11 : 48 : 41 %,SR/CSR,48.27423752,11.21252612,40.51323636,29,123,103,"@rgb(29,123,103)"
Agrostis scabra,94.4305,49.54,11.62768319,4.047916556,89.25091693,6.701166518,4 : 89 : 7 %,S,89.25091693,4.047916556,6.701166518,10,228,17,"@rgb(10,228,17)"
Agrostis stolonifera,209.3907496,34.94353439518653,27.61413035,7.602161843,55.64967357,36.74816459,8 : 56 : 37 %,SR,55.64967357,7.602161843,36.74816459,19,142,94,"@rgb(19,142,94)"
Aira caryophyllea,4.173382353,23.90812291589667,20.41954209,0,50.97624763,49.02375237,0 : 51 : 49 %,SR,50.97624763,0,49.02375237,0,130,125,"@rgb(0,130,125)"
Ajuga reptans,1192.002813,17.279624565040653,24.611317,39.77181374,5.232363569,54.99582269,40 : 5 : 55 %,CR,5.232363569,39.77181374,54.99582269,101,13,140,"@rgb(101,13,140)"
Alliaria petiolata,3650.707479,15.768786000874298,51.496581,43.27513292,0,56.72486708,43 : 0 : 57 %,CR,0,43.27513292,56.72486708,110,0,145,"@rgb(110,0,145)"
Allium vineale,879,17.049999999999997,17.98229241,45.32284161,4.842771913,49.83438647,45 : 5 : 50 %,CR,4.842771913,45.32284161,49.83438647,116,12,127,"@rgb(116,12,127)"
Alopecurus pratensis,1666.868889,32.52740764459777,25.46162291,25.4538121,44.48735541,30.0588325,25 : 44 : 30 %,S/CSR,44.48735541,25.4538121,30.0588325,65,113,77,"@rgb(65,113,77)"
Amaranthus hybridus,1017.249854,13.675654543964235,36.07947314,31.91117268,0,68.08882732,32 : 0 : 68 %,R/CR,0,31.91117268,68.08882732,81,0,174,"@rgb(81,0,174)"
Amaranthus retroflexus,1486.968,20.432777777777776,19.0968898,40.54678767,23.51626678,35.93694556,41 : 24 : 36 %,CR/CSR,23.51626678,40.54678767,35.93694556,103,60,92,"@rgb(103,60,92)"
Ambrosia artemisiifolia,1622.362203,24.005618432666616,22.90600683,32.8668985,32.00898971,35.12411179,33 : 32 : 35 %,CSR,32.00898971,32.8668985,35.12411179,84,82,90,"@rgb(84,82,90)"
Ambrosia psilostachya,510.9640155,23.17872108839582,18.64905647,22.74387644,40.18740565,37.0687179,23 : 40 : 37 %,SR/CSR,40.18740565,22.74387644,37.0687179,58,102,95,"@rgb(58,102,95)"
Ammi majus,6550,14.280533333333334,34.44333333,57.81420811,0,42.18579189,58 : 0 : 42 %,CR,0,57.81420811,42.18579189,147,0,108,"@rgb(147,0,108)"
Anacamptis pyramidalis,1316.906667,11.209458137161892,32.55837657,37.13833411,0,62.86166589,37 : 0 : 63 %,R/CR,0,37.13833411,62.86166589,95,0,160,"@rgb(95,0,160)"
Anagallis arvensis,51.9014656,14.373485644638079,31.09190324,4.171700952,0,95.82829905,4 : 0 : 96 %,R,0,4.171700952,95.82829905,11,0,244,"@rgb(11,0,244)"
Anaphalis margaritacea,808.3333333,29.4,21.77770686,20.91113542,47.41750182,31.67136276,21 : 47 : 32 %,S/CSR,47.41750182,20.91113542,31.67136276,53,121,81,"@rgb(53,121,81)"
Andropogon virginicus,1051.103147,39.57108127165107,18.50917089,19.98541017,59.33645218,20.67813765,20 : 59 : 21 %,S/CSR,59.33645218,19.98541017,20.67813765,51,151,53,"@rgb(51,151,53)"
Anemone nemorosa,2476.152378,21.330150113133847,31.64620898,37.31755159,19.54521891,43.1372295,37 : 20 : 43 %,CR/CSR,19.54521891,37.31755159,43.1372295,95,50,110,"@rgb(95,50,110)"
Anisotome aromatica,212.3388287,25.803514197011662,10.83978404,17.32217471,74.16847888,8.509346413,17 : 74 : 9 %,S/CS,74.16847888,17.32217471,8.509346413,44,189,22,"@rgb(44,189,22)"
Antennaria neglecta,240.8116667,24.970803016666668,17.71979097,14.04083723,50.67348393,35.28567884,14 : 51 : 35 %,SR/CSR,50.67348393,14.04083723,35.28567884,36,129,90,"@rgb(36,129,90)"
Aphanes arvensis,46.09634333,30.58988452715236,26.89148671,1.746071517,55.01367788,43.2402506,2 : 55 : 43 %,SR,55.01367788,1.746071517,43.2402506,4,140,110,"@rgb(4,140,110)"
Apocynum androsaemifolium,3482.022143,29.637549126879147,27.81735855,35.05439978,34.98565453,29.95994569,35 : 35 : 30 %,CSR,34.98565453,35.05439978,29.95994569,89,89,76,"@rgb(89,89,76)"
Apocynum cannabinum,1588.690909,31.44659151590559,16.21230219,29.83320592,50.86950467,19.2972894,30 : 51 : 19 %,S/CSR,50.86950467,29.83320592,19.2972894,76,130,49,"@rgb(76,130,49)"
Arctium tomentosum,57062.62859,14.043512706405878,34.68879533,80.75952175,0,19.24047825,81 : 0 : 19 %,C/CR,0,80.75952175,19.24047825,206,0,49,"@rgb(206,0,49)"
Arenaria serpyllifolia,8.105284604,34.94370103637576,19.45959039,0,69.42302182,30.57697818,0 : 69 : 31 %,S/SR,69.42302182,0,30.57697818,0,177,78,"@rgb(0,177,78)"
Aristida purpurascens,369.8688,51.25768866009847,13.40295851,10.44304644,79.188127,10.36882656,10 : 79 : 10 %,S,79.188127,10.44304644,10.36882656,27,202,26,"@rgb(27,202,26)"
Aristida purpurea,22.65,43.445,8.349119826,0,100,0,0 : 100 : 0 %,S,100,0,0,0,255,0,"@rgb(0,255,0)"
Armeria maritima,139.5316667,27.560533333333332,13.75099342,9.857647439,68.07940756,22.062945,10 : 68 : 22 %,S/SR,68.07940756,9.857647439,22.062945,25,174,56,"@rgb(25,174,56)"
Arrhenatherum elatius,654.841893,28.06124545562481,29.86913352,17.36043243,41.138732,41.50083558,17 : 41 : 42 %,SR/CSR,41.138732,17.36043243,41.50083558,44,105,106,"@rgb(44,105,106)"
Artemisia absinthium,1724,22.05,30.78467444,32.15606728,23.34107863,44.50285409,32 : 23 : 45 %,CR/CSR,23.34107863,32.15606728,44.50285409,82,60,113,"@rgb(82,60,113)"
Artemisia campestris,252.6729709,22.992550252633162,16.72389065,16.72828306,46.5894537,36.68226324,17 : 47 : 37 %,SR/CSR,46.5894537,16.72828306,36.68226324,43,119,94,"@rgb(43,119,94)"
Artemisia frigida,7.5221,32.17729461450106,16.05772996,0,73.57287611,26.42712389,0 : 74 : 26 %,S/SR,73.57287611,0,26.42712389,0,188,67,"@rgb(0,188,67)"
Artemisia ludoviciana,275.1357479,31.62036249363841,16.86710787,12.10051808,62.55493257,25.34454936,12 : 63 : 25 %,S/SR,62.55493257,12.10051808,25.34454936,31,160,65,"@rgb(31,160,65)"
Artemisia vulgaris,3200.062915,24.239493127249993,25.2608,40.03887598,27.37491802,32.586206,40 : 27 : 33 %,CSR,27.37491802,40.03887598,32.586206,102,70,83,"@rgb(102,70,83)"
Asclepias tuberosa,1121.373333,22.36987331299227,19.10396712,33.09239193,32.33706172,34.57054635,33 : 32 : 35 %,CSR,32.33706172,33.09239193,34.57054635,84,82,88,"@rgb(84,82,88)"
Asclepias verticillata,65.09227273,21.45280888597455,15.67843655,6.404721123,49.81038202,43.78489686,6 : 50 : 44 %,SR,49.81038202,6.404721123,43.78489686,16,127,112,"@rgb(16,127,112)"
Asclepias viridis,2133.8016,19.98080097897939,15.24730809,52.52171784,22.1784439,25.29983826,53 : 22 : 25 %,C/CSR,22.1784439,52.52171784,25.29983826,134,57,65,"@rgb(134,57,65)"
Avena barbata,350.7521429,24.41850491022121,21.87014345,16.09563143,42.0996917,41.80467687,16 : 42 : 42 %,SR/CSR,42.0996917,16.09563143,41.80467687,41,107,107,"@rgb(41,107,107)"
Avena fatua,1987.088375,23.794674325365825,23.01764778,35.64312049,30.21006827,34.14681123,36 : 30 : 34 %,CSR,30.21006827,35.64312049,34.14681123,91,77,87,"@rgb(91,77,87)"
Axonopus fissifolius,1270,27.510461154476307,20.87589254,27.54001487,42.21601539,30.24396975,28 : 42 : 30 %,CSR,42.21601539,27.54001487,30.24396975,70,108,77,"@rgb(70,108,77)"
Barbarea vulgaris,463.676,16.463157895934213,29.67050448,25.25834179,0,74.74165821,25 : 0 : 75 %,R/CR,0,25.25834179,74.74165821,64,0,191,"@rgb(64,0,191)"
Bassia scoparia,96,17.85026820740447,24.79174571,9.099452054,13.08102592,77.81952202,9 : 13 : 78 %,R/SR,13.08102592,9.099452054,77.81952202,23,33,198,"@rgb(23,33,198)"
Berteroa incana,163.8199542,23.457403567733877,20.8298769,10.61535798,43.79080521,45.5938368,11 : 44 : 46 %,SR,43.79080521,10.61535798,45.5938368,27,112,116,"@rgb(27,112,116)"
Betula pendula,1368.547212,36.94262904357595,17.68340386,24.03714759,56.15173911,19.8111133,24 : 56 : 20 %,S/CSR,56.15173911,24.03714759,19.8111133,61,143,51,"@rgb(61,143,51)"
Bidens pilosa,3089.310606,17.716829544255603,45.71974429,40.67254884,4.999917954,54.32753321,41 : 5 : 54 %,CR,4.999917954,40.67254884,54.32753321,104,13,139,"@rgb(104,13,139)"
Bothriochloa ischaemum,239.8456522,44.38781852535028,17.94531264,8.050901463,71.23038001,20.71871853,8 : 71 : 21 %,S/SR,71.23038001,8.050901463,20.71871853,21,182,53,"@rgb(21,182,53)"
Botrychium multifidum,521.5333333,19.018,13.78333333,38.76210289,27.83107956,33.40681754,39 : 28 : 33 %,CSR,27.83107956,38.76210289,33.40681754,99,71,85,"@rgb(99,71,85)"
Bouteloua curtipendula,516.767013,48.94839402,14.38034521,12.85238835,74.64654248,12.50106918,13 : 75 : 13 %,S/CS,74.64654248,12.85238835,12.50106918,33,190,32,"@rgb(33,190,32)"
Bouteloua gracilis,94.906,54.23636702267282,12.81027203,3.62646041,87.11970608,9.253833506,4 : 87 : 9 %,S,87.11970608,3.62646041,9.253833506,9,222,24,"@rgb(9,222,24)"
Brachypodium distachyon,43.24166667,37.47480163,27.64196751,1.287172328,61.59237069,37.12045698,1 : 62 : 37 %,SR,61.59237069,1.287172328,37.12045698,3,157,95,"@rgb(3,157,95)"
Brachypodium pinnatum,1318.901427,31.826307529105186,26.77373609,22.96459521,44.41066868,32.62473612,23 : 44 : 33 %,SR/CSR,44.41066868,22.96459521,32.62473612,59,113,83,"@rgb(59,113,83)"
Brachypodium sylvaticum,1630.39056,28.392274464942002,48.28199354,22.80111951,32.15850534,45.04037516,23 : 32 : 45 %,SR/CSR,32.15850534,22.80111951,45.04037516,58,82,115,"@rgb(58,82,115)"
Brickellia eupatorioides,675,28.6666667,14.29654225,23.64067508,57.21333012,19.1459948,24 : 57 : 19 %,S/CSR,57.21333012,23.64067508,19.1459948,60,146,49,"@rgb(60,146,49)"
Briza media,403.2568034,31.404938404916827,22.3336795,13.59465075,53.43537222,32.96997703,14 : 53 : 33 %,S/CSR,53.43537222,13.59465075,32.96997703,35,136,84,"@rgb(35,136,84)"
Bromus catharticus,1766.703599,28.16471840004749,18.48610431,32.3417134,42.9247042,24.7335824,32 : 43 : 25 %,CS/CSR,42.9247042,32.3417134,24.7335824,82,109,63,"@rgb(82,109,63)"
Bromus diandrus,266.3731884,28.054692260001236,14.00751107,14.86884843,64.01395528,21.11719629,15 : 64 : 21 %,S/CSR,64.01395528,14.86884843,21.11719629,38,163,54,"@rgb(38,163,54)"
Bromus erectus,703.5706984,35.69958867560465,16.34916709,18.57665116,61.64981754,19.77353129,19 : 62 : 20 %,S/CSR,61.64981754,18.57665116,19.77353129,47,157,50,"@rgb(47,157,50)"
Bromus hordeaceus,125.2630139,25.626450978251764,23.29247591,7.297297526,47.50669353,45.19600894,7 : 48 : 45 %,SR,47.50669353,7.297297526,45.19600894,19,121,115,"@rgb(19,121,115)"
Bromus inermis,1203.206145,35.36667170556308,19.6507113,22.6211945,53.75971753,23.61908797,23 : 54 : 24 %,S/CSR,53.75971753,22.6211945,23.61908797,58,137,60,"@rgb(58,137,60)"
Bromus japonicus,249.9,28.660000000000004,22.72582868,10.93439752,51.31072663,37.75487586,11 : 51 : 38 %,SR/CSR,51.31072663,10.93439752,37.75487586,28,131,96,"@rgb(28,131,96)"
Bromus madritensis,112.28,24.403926293310157,32.77682678,5.920863666,37.86967677,56.20945956,6 : 38 : 56 %,SR,37.86967677,5.920863666,56.20945956,15,97,143,"@rgb(15,97,143)"
Bromus sterilis,564.2333743,25.708343129149323,33.60268372,16.48893518,35.76322076,47.74784406,16 : 36 : 48 %,SR/CSR,35.76322076,16.48893518,47.74784406,42,91,122,"@rgb(42,91,122)"
Bromus tectorum,141.4734035,27.295292379248544,20.26830263,8.078246715,54.07985813,37.84189515,8 : 54 : 38 %,SR,54.07985813,8.078246715,37.84189515,21,138,96,"@rgb(21,138,96)"
Buchnera americana,301.58912,21.423545609829382,21.64231972,17.32299016,33.37562921,49.30138063,17 : 33 : 49 %,SR/CSR,33.37562921,17.32299016,49.30138063,44,85,126,"@rgb(44,85,126)"
Calamagrostis epigejos,1437.04705,38.03646885419729,18.36261068,23.76135019,56.00340716,20.23524265,24 : 56 : 20 %,S/CSR,56.00340716,23.76135019,20.23524265,61,143,52,"@rgb(61,143,52)"
Calendula arvensis,116.32,10.383833333333333,28.0271,11.09159219,0,88.90840781,11 : 0 : 89 %,R,0,11.09159219,88.90840781,28,0,227,"@rgb(28,0,227)"
Calystegia sepium,646.0054598,16.634292949031654,37.82775432,25.47328703,0.403399639,74.12331333,25 : 0 : 74 %,R/CR,0.403399639,25.47328703,74.12331333,65,1,189,"@rgb(65,1,189)"
Campanula patula,415.0122619,13.87038085,18.80486174,34.60148236,0,65.39851764,35 : 0 : 65 %,R/CR,0,34.60148236,65.39851764,88,0,167,"@rgb(88,0,167)"
Campanula rapunculus,758.91501,16.56336833208954,39.71324473,26.82687869,0,73.17312131,27 : 0 : 73 %,R/CR,0,26.82687869,73.17312131,68,0,187,"@rgb(68,0,187)"
Campanula scheuchzeri,51.78361063,24.69258572900285,9.789453982,5.620746128,93.9775791,0.401674775,6 : 94 : 0 %,S,93.9775791,5.620746128,0.401674775,14,240,1,"@rgb(14,240,1)"
Campsis radicans,3546.464286,34.39712155828544,21.76626868,34.53758018,43.00041273,22.46200709,35 : 43 : 22 %,CS/CSR,43.00041273,34.53758018,22.46200709,88,110,57,"@rgb(88,110,57)"
Cardamine pratensis,615.25,18.70983574174469,17.84872582,34.22501368,19.51233958,46.26264673,34 : 20 : 46 %,CR/CSR,19.51233958,34.22501368,46.26264673,87,50,118,"@rgb(87,50,118)"
Carduus acanthoides,614.865,34.094470588235296,12.10235294,20.52517387,69.51339277,9.961433358,21 : 70 : 10 %,S/CS,69.51339277,20.52517387,9.961433358,52,177,25,"@rgb(52,177,25)"
Carduus pycnocephalus,854.7852941,27.017443342857145,16.25442497,26.29429743,49.1245471,24.58115547,26 : 49 : 25 %,S/CSR,49.1245471,26.29429743,24.58115547,67,125,63,"@rgb(67,125,63)"
Carex breviculmis,127.4316867,35.68181818181818,15.29084122,6.451427856,73.10602861,20.44254354,6 : 73 : 20 %,S/SR,73.10602861,6.451427856,20.44254354,16,186,52,"@rgb(16,186,52)"
Carex brevior,417.9979167,33.68713977101972,20.74549545,13.46671064,57.45130992,29.08197943,13 : 57 : 29 %,S/CSR,57.45130992,13.46671064,29.08197943,34,147,74,"@rgb(34,147,74)"
Carex cherokeensis,2350.2336,69.76467737617705,51.26973116,16.59317939,55.75665778,27.65016283,17 : 56 : 28 %,S/CSR,55.75665778,16.59317939,27.65016283,42,142,71,"@rgb(42,142,71)"
Carex digitata,360.327759,28.500061789187015,29.8725388,12.32945765,44.27926416,43.39127819,12 : 44 : 43 %,SR/CSR,44.27926416,12.32945765,43.39127819,31,113,111,"@rgb(31,113,111)"
Carex divulsa,370.8,10.5,25.89763245,24.89073821,0,75.10926179,25 : 0 : 75 %,R/CR,0,24.89073821,75.10926179,63,0,192,"@rgb(63,0,192)"
Carex duriuscula,95.225,39.99414637525997,11.60134576,5.024689616,86.83443717,8.140873214,5 : 87 : 8 %,S,86.83443717,5.024689616,8.140873214,13,221,21,"@rgb(13,221,21)"
Carex hirta,1136.378334,30.309841941904764,18.54362646,25.37418706,49.47848811,25.14732483,25 : 49 : 25 %,S/CSR,49.47848811,25.37418706,25.14732483,65,126,64,"@rgb(65,126,64)"
Carex nigra,724.1643028,34.57918058,19.76390934,18.02647097,56.26896935,25.70455967,18 : 56 : 26 %,S/CSR,56.26896935,18.02647097,25.70455967,46,143,66,"@rgb(46,143,66)"
Carex pallescens,2193.851813,36.162576907725985,25.20299728,26.75086281,46.47971519,26.76942201,27 : 46 : 27 %,S/CSR,46.47971519,26.75086281,26.76942201,68,119,68,"@rgb(68,119,68)"
Carex panicea,694.680977,36.62620079099446,20.54457369,16.6606552,57.64420233,25.69514247,17 : 58 : 26 %,S/CSR,57.64420233,16.6606552,25.69514247,42,147,66,"@rgb(42,147,66)"
Carex peckii,669.4142857,31.155714285714286,23.95785714,17.53032904,49.17226948,33.29740148,18 : 49 : 33 %,SR/CSR,49.17226948,17.53032904,33.29740148,45,125,85,"@rgb(45,125,85)"
Carex sempervirens,353.6377963,39.28820922806784,14.27717667,12.3931486,72.41281557,15.19403583,12 : 72 : 15 %,S/SR,72.41281557,12.3931486,15.19403583,32,185,39,"@rgb(32,185,39)"
Carex tribuloides,659.55,25.919999999999998,42.55161,16.33910948,32.73601161,50.92487891,16 : 33 : 51 %,R/CSR,32.73601161,16.33910948,50.92487891,42,83,130,"@rgb(42,83,130)"
Carex umbrosa,771.7442826,37.52705729115014,20.41389862,17.29972408,57.89761487,24.80266106,17 : 58 : 25 %,S/CSR,57.89761487,17.29972408,24.80266106,44,148,63,"@rgb(44,148,63)"
Carex vulpinoidea,493.4266667,31.49675337353163,18.39281719,16.41569164,56.80068888,26.78361948,16 : 57 : 27 %,S/CSR,56.80068888,16.41569164,26.78361948,42,145,68,"@rgb(42,145,68)"
Celastrus orbiculatus,3010.053125,21.19077288,41.13477232,36.73530848,16.82524311,46.43944841,37 : 17 : 46 %,CR/CSR,16.82524311,36.73530848,46.43944841,94,43,118,"@rgb(94,43,118)"
Celmisia gracilenta,199.51778,35.234903,7.347408056,11.51613822,88.48386178,0,12 : 88 : 0 %,S,88.48386178,11.51613822,0,29,226,0,"@rgb(29,226,0)"
Centaurea jacea,984.4405186,21.03768541758192,19.57644849,33.23303065,27.92309399,38.84387536,33 : 28 : 39 %,CSR,27.92309399,33.23303065,38.84387536,85,71,99,"@rgb(85,71,99)"
Centaurea melitensis,312.55,26.3576582,13.93043589,17.73768153,60.1071194,22.15519908,18 : 60 : 22 %,S/CSR,60.1071194,17.73768153,22.15519908,45,153,56,"@rgb(45,153,56)"
Centaurea nigra,1152.640208,25.597601510936173,20.25064866,28.50813223,39.67217232,31.81969545,29 : 40 : 32 %,CSR,39.67217232,28.50813223,31.81969545,73,101,81,"@rgb(73,101,81)"
Centaurea solstitialis,1539.433125,30.09688326153846,18.6538164,28.94425378,46.77796494,24.27778128,29 : 47 : 24 %,S/CSR,46.77796494,28.94425378,24.27778128,74,119,62,"@rgb(74,119,62)"
Centaurium erythraea,524.165625,22.21836625076934,26.71149697,20.00137776,30.40232902,49.59629321,20 : 30 : 50 %,R/CSR,30.40232902,20.00137776,49.59629321,51,78,126,"@rgb(51,78,126)"
Centella asiatica,1849.74495,17.460189826900677,27.56620942,42.88715239,5.478986514,51.63386109,43 : 5 : 52 %,CR,5.478986514,42.88715239,51.63386109,109,14,132,"@rgb(109,14,132)"
Centranthus calcitrapa,1125,11.19135987,27.15387364,38.75691259,0,61.24308741,39 : 0 : 61 %,CR,0,38.75691259,61.24308741,99,0,156,"@rgb(99,0,156)"
Cerastium arvense,46.08,26.873271150131067,19.24112271,2.351721201,58.42173565,39.22654315,2 : 58 : 39 %,SR,58.42173565,2.351721201,39.22654315,6,149,100,"@rgb(6,149,100)"
Cerastium fontanum,96.618,21.10669941,24.7658269,7.078970659,32.8408619,60.08016744,7 : 33 : 60 %,R/SR,32.8408619,7.078970659,60.08016744,18,84,153,"@rgb(18,84,153)"
Cerastium glomeratum,123.2185279,16.67581298498025,25.10700144,12.63903308,1.151564154,86.20940276,13 : 1 : 86 %,R,1.151564154,12.63903308,86.20940276,32,3,220,"@rgb(32,3,220)"
